ID,response,IL1,IL2,IL3,IL4,CIL1,CIL2,CIL3,CLI4,prime,score1,score2,score3,score4,score5,contact_type,day,hour,device
9427,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,1.6,0.463460886,100,100,0,0,1,8,D-70
6862,0,Customer Inquiry,Availability,Leave Notes,Customer Education,null,null,null,null,1,2,null,null,null,null,null,0,15,D-70
3415,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,Cs Action Taken,null,null,null,null,1,0.5,0.308300847,60,0,0,0,3,19,D-17
3442,0,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",C. Education - Set Up,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,0.15,null,null,null,null,null,1,10,D-19
2128,0,Kindle Tablet,Accessibility,C. Education - Explore By Touch/ Screen Reader,null,null,null,null,null,1,0,null,null,null,null,null,3,18,D-46
4515,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Carnac Suggested,Something else,Other issues,null,0,0.25,0.210158631,0,25,100,0,5,19,D-70
12782,0,Replaced Device,Buttons,Power Button Broken/Missing/Stuck,Unknown Cause,null,null,null,null,0,0,null,null,null,null,null,0,11,D-16
4495,0,Fire Tv / Stick,Hardware Issue,Device Installation,Troubleshooting Resolved Issue,null,null,null,null,1,2,null,null,null,null,null,1,9,D-45
9252,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,Carnac Suggested,Something else,Other issues,null,1,0,null,null,null,null,null,2,8,D-37
3833,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Mycd Issue,C. Education,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,0.4,null,null,null,null,null,1,13,D-37
8020,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,C. Education,null,null,null,null,0,0.95,null,null,null,null,null,3,20,D-17
2057,0,Kindle E-Ink,Not Able To Update Software,Update Hasn'T Been Received Yet,C. Education - Manual Instructions Given,Order Related,More order issues,Other order question or issue,null,1,0,0.423216094,100,100,-1,0,0,16,D-70
5343,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,0,0.5,0.205320303,0,0,0,0,2,15,D-57
9069,0,Content,Kindle Unlimited,C. Education,General Info,Carnac Suggested,Something else,Other issues,null,1,0,null,null,null,null,null,1,20,D-28
906,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,null,null,null,null,null,2,12,D-70
13247,0,Kindle Tablet,Device Freezes / Restarts,Stuck On Grey Logo Screen,Factory Reset/Recovery Mode - Fixed Issue,null,null,null,null,1,0.3,null,null,null,null,null,0,13,D-16
5833,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,0,null,null,null,null,null,2,6,D-70
13668,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,null,null,null,null,null,null,0,16,D-62
6112,1,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,Updated 1-Click Cc,null,null,null,null,0,0,null,null,null,null,null,1,3,D-70
13316,0,Amazon Instant Video,Content,Video Subscription,Refund - Accidental,null,null,null,null,1,0,null,null,null,null,null,0,6,D-45
1018,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,null,null,null,null,1,0.45,0.205320303,0,0,100,0,4,14,D-22
5187,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0,null,null,null,null,null,6,14,D-70
8233,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Archived Remove From Device,Non-order related,Books,Other Questions About Kindle Books,null,1,0.2,0.165075511,0,0,-1,0,6,13,D-1
13310,0,Fire Tv Remote,Fire Tv Remote Issues,Battery,Battery Replaced - Resolved Issue,Carnac Suggested,Order Related,null,null,1,0,0.1273388,0,0,-1,4,3,21,D-49
1461,0,Content,Kindle Unlimited,C. Education,Updated Payment Method,null,null,null,null,1,0,0.165075511,0,0,-1,0,4,13,D-14
1200,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,0,0.205320303,0,0,0,0,0,7,D-53
13810,1,Account,Payment,Manage 1-Click,Update Card,null,null,null,null,0,null,null,null,null,null,null,6,15,D-70
4805,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0.1,null,null,null,null,null,5,14,D-70
12240,0,Content,Gifting,Availability,C. Education - General,Carnac Suggested,Something else,Other issues,null,1,null,null,null,null,null,null,3,7,D-70
1383,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,C. Education,null,null,null,null,0,0,null,null,null,null,null,4,15,D-29
10398,0,Kindle Tablet Apps,Washington Post,Subscription,C. Education - Cancel Subscription,null,null,null,null,0,0,null,null,null,null,null,1,12,D-62
13343,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,null,null,null,null,null,null,5,7,D-16
1745,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Hard Restart - Fixed Issue,null,null,null,null,0,0,0.423216094,100,100,-1,0,6,13,D-52
953,0,Kindle Tablet,Lost / Stolen Kindle,Request To Deactivate Lost/Stolen Kindle,Verified Ownership - Deactivated,null,null,null,null,1,2,0.205320303,0,0,0,0,4,6,D-41
12560,0,Content,Kindle Unlimited,Payment / Subscription Issues,How To Cancel,null,null,null,null,1,0,null,null,null,null,null,3,10,D-16
13147,0,Kindle E-Ink,Basic Info / How-To,Software Update - How To Get,C. Education - Instructions Provided,null,null,null,null,0,null,null,null,null,null,null,0,13,D-28
4299,0,Kindle Tablet,Accessibility,Screen Magnifier / Large Font,C. Education - Set Up,null,null,null,null,1,0.4,null,null,null,null,null,2,14,D-17
3643,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,Amazon Devices And Kindle Apps,Kindle Fire Tablet,My Kindle is frozen or wont turn on,null,0,0.25,null,null,null,null,null,3,16,D-17
4758,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,1,0,0.374049967,100,0,-1,0,1,7,D-70
1113,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,1,null,null,null,null,null,2,4,D-56
6602,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,0,null,null,null,null,null,6,10,D-29
6842,0,Kindle Tablet Apps,App Store,Unable To Open App,Restart - Fixed Issue,null,null,null,null,0,null,null,null,null,null,null,3,12,D-16
13637,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Home Button,null,null,null,null,0,0.075,0.621632447,76.47,11.76,0,0,0,11,D-16
4887,0,Kindle Tablet,Software Update,C. Education - Instructions Provided,null,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,1,0,null,null,null,null,null,4,11,D-16
1718,0,Order Related,Where'S My Stuff?,I Don'T Have My Shipment,"Incorrect Shipping Address, Customer-Entered",Carnac Suggested,Order Related,null,null,0,2,null,null,null,null,null,0,19,D-70
6278,0,Content,Basic Info / How-To,Basic Navigation,C. Education - Archived Download To Home,null,null,null,null,1,0.1,0.205320303,0,0,0,0,4,17,D-17
5944,0,3rd Party Tv / Video,Netflix,Subscriptions,C. Education - General Info,null,null,null,null,0,0.1,null,null,null,null,null,5,16,D-49
3931,0,Kindle Tablet,Special Offers,Offer Redemption Issue,How To Redeem,null,null,null,null,0,0,0.308300847,42.85,14.28,66.66,0,6,9,D-16
1692,0,Account Assistance,Device Registration Assistance,Register Fire Tv To Account,C. Education - Registration Info Provided,Carnac Suggested,Amazon Devices,Fire TV,null,0,0.2,null,null,null,null,null,6,14,D-49
5405,0,Content,Kindle Unlimited,C. Education,General Info,null,null,null,null,1,0.15,null,null,null,null,null,0,9,D-37
1624,0,Content,Kindle First,Title Eligibility,C. Education - How To Find,null,null,null,null,1,0.3,null,null,null,null,null,4,15,D-22
6780,0,Kindle Tablet Apps,App Store,Unable To Install App,Restart - Fixed Issue,Amazon Devices And Kindle Apps,Kindle reading apps,Kindle eBooks and Newsstand,Kindle Unlimited,0,null,0.214241638,0,100,-1,0,2,17,D-29
8254,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,null,null,null,null,1,0.5,0.205320303,0,0,0,0,4,7,D-70
11405,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,0.165075511,0,0,-1,0,0,15,D-46
5719,0,Kindle E-Ink,Basic Info / How-To,Basic Navigation,C. Education - Wifi Locker,null,null,null,null,0,0.05,null,null,null,null,null,5,7,D-44
9956,1,Kindle Tablet Apps,Book App,Library Questions,C. Education - Download To Home From Cloud,Carnac Suggested,Something else,Other issues,null,1,0,null,null,null,null,null,6,14,D-31
662,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Resent Content - Fixed Issue,null,null,null,null,1,0.1,null,null,null,null,null,5,7,D-55
13663,0,Fire Tv Remote,Fire Tv Remote Issues,Pair / Unpair,Troubleshooting Resolved Issue,null,null,null,null,0,null,0.230319344,50,0,-1,4,1,15,D-49
11789,1,Fire Tv / Stick,Software Issue,System,Instructions Sent / Asked Customer To Call,null,null,null,null,1,0.35,0.275402464,42.85,57.14,33.33,4,5,20,D-49
6865,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,0.205320303,16.66,0,0,0,0,4,D-48
2039,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,0.1,null,null,null,null,null,1,8,D-44
6659,1,Kindle Tablet,Software Update,C. Education - Instructions Provided,null,null,null,null,null,0,0.2,0.308300847,60,0,20,0,2,12,D-1
6181,0,Kindle Tablet Apps,App Store,Purchasing Related,C. Education - Access App Store,null,null,null,null,1,0.1,null,null,null,null,null,5,15,D-16
8966,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,C. Education - Items Not Purchased On Account,null,null,null,null,0,0.7,null,null,null,null,null,1,4,D-37
13613,0,Companion Device Operations,Alexa Integration,Basic Info / How-To,C. Education - General Info,null,null,null,null,1,null,null,null,null,null,null,1,11,D-70
9221,0,Content,"Lend, Borrow And Rent",How-To Info,C. Education - Lend,Digital Services,Kindle eBooks,Kindle Fire Tablet,Lend or borrow Kindle Books,1,2,null,null,null,null,null,3,13,D-70
783,1,3rd Party Tv / Video,On Device Subscription Offer,Other On Device Subscription Offer,C. Feedback - Positive,null,null,null,null,1,0,0.1273388,0,0,-1,4,1,0,D-70
3449,0,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Charge,Asked Customer To Call,null,null,null,null,0,0,null,null,null,null,null,5,16,D-31
5367,1,Content,Collections,Cloud Collections,C. Education - Access,null,null,null,null,0,0,null,null,null,null,null,1,8,D-22
13346,1,Account Assistance,Prime,Subscription / Eligibility,Cancel Prime,null,null,null,null,0,null,null,null,null,null,null,3,16,D-70
10083,0,Kindle Tablet Apps,Book App,Book Reading Questions,C. Education - Font Settings,null,null,null,null,0,0.5,0.210158631,20,20,0,0,4,20,D-17
3204,0,Content,Kindle Unlimited,Payment / Subscription Issues,Turned Auto Renew On/Off,Digital Services,Kindle eBooks,Kindle E-reader,Problems downloading content,0,null,0.374049967,100,0,-1,0,1,6,D-51
8941,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,Digital Services,Digital Subscription,Kindle Unlimited,null,0,0.1,null,null,null,null,null,4,8,D-57
1782,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Restart - Fixed Issue,null,null,null,null,1,0,null,null,null,null,null,2,16,D-6
5999,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,2,0.313139175,50,50,50,0,4,6,D-56
12665,1,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0,null,null,null,null,null,1,17,D-17
747,0,Freetime,Freetime Unlimited / Subscription,Cancel/Reactivate Subscription,null,null,null,null,null,1,0.1,null,null,null,null,null,5,11,D-37
10808,0,Content,Gifting,Kindle Cards,C. Education - Instructions Provided,null,null,null,null,1,null,0.621632447,66.66,16.66,50,0,4,11,D-17
7001,1,Kindle E-Ink,Device Freezes / Restarts,Unresponsive / Frozen,Hard Restart - Fixed Issue,Amazon Devices And Kindle Apps,Kindle E-reader,My Kindle is frozen or wont turn on,null,0,0.1,0.205320303,0,0,0,0,1,5,D-63
7062,0,Kindle Tablet,Wireless Connection  Wi-Fi,Won'T Connect To Network,Info Requested / Instructions Sent,null,null,null,null,1,0,null,null,null,null,null,1,12,D-1
5397,0,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Turn On,Restart - Fixed Issue,null,null,null,null,1,1.5,null,null,null,null,null,6,9,D-17
272,1,Content,Basic Info / How-To,Basic Navigation,C. Education - Go To Function,Amazon Devices And Kindle Apps,Kindle reading apps,Something else,null,0,0.05,null,null,null,null,null,2,19,D-23
1304,0,Replaced Device,Screen,Spiderweb Crack On Surface,Customer Dropped,Carnac Suggested,Unknown Charge,null,null,1,0.6,null,null,null,null,null,2,21,D-16
10664,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Home Button,null,null,null,null,0,0.1,0.308300847,60,6.66,0,0,6,16,D-25
8944,1,Kindle E-Ink,Wireless Connection Issue Wi-Fi,Won'T Connect To Network,Software Update - Fixed Issue,null,null,null,null,0,0,0.165075511,0,0,-1,0,2,10,D-28
2051,0,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,Updated 1-Click Cc,null,null,null,null,0,0,0.165075511,0,0,-1,0,1,9,D-70
6986,1,Kindle Tablet,Basic Info / How-To,Sd Card,C. Education - How-To,null,null,null,null,0,0.1,0.378888294,100,50,-1,0,1,11,D-16
10387,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Device,null,null,null,null,1,0,0.210158631,0,50,0,0,2,5,D-70
10023,0,Kindle E-Ink,Basic Info / How-To,Software Update - How To Get,C. Education - Instructions Provided,null,null,null,null,1,0.5,0.621632447,66.66,0,0,0,0,18,D-38
10320,0,Kindle Tablet Apps,App Store,Content,C. Education - App Basic Help/How-To,null,null,null,null,0,2,null,null,null,null,null,1,14,D-17
1850,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Resent Content - Fixed Issue,null,null,null,null,0,0.3,null,null,null,null,null,1,14,D-46
11187,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,null,null,null,null,null,1,9,D-9
6045,0,Fire Tv / Stick,Basic Info / How-To,Power Off Device,C. Education - General Info,null,null,null,null,1,0.1,null,null,null,null,null,5,9,D-49
13876,0,Freetime,Kindle E-Ink,Child Profile,Add / Remove Profile,null,null,null,null,0,null,null,null,null,null,null,2,16,D-16
6792,0,Fire Tv Remote,Fire Tv Remote Issues,Pair / Unpair,Troubleshooting Resolved Issue,null,null,null,null,1,2,0.1273388,0,0,-1,4,4,14,D-45
13161,0,Kindle Tablet Apps,Freetime Unlimited,Subscription,Cancel/Reactivate Subscription,null,null,null,null,0,null,null,null,null,null,null,1,6,D-16
294,0,Kindle Apps And Widgets,Basic Info / How-To,Download/Install/Upgrade,Send To Kindle For Android,null,null,null,null,0,0,0.165075511,0,0,-1,0,6,16,D-29
11216,0,Fire Tv / Stick,Software Issue,Video / Tv Issues,Troubleshooting Resolved Issue,Carnac Suggested,Amazon Devices,Fire TV,null,0,0.1,null,null,null,null,null,4,9,D-70
43,0,Amazon Instant Video,Content,Closed Captioning,C. Education - General Info,null,null,null,null,1,2,0.1273388,0,0,-1,4,4,11,D-49
5300,1,Kindle Tablet Apps,Other Pre-Loaded Apps,Audible,C. Education - Immersion Reading,null,null,null,null,0,0,0.268056055,50,0,-1,0,3,20,D-16
5499,0,Account Assistance,Prime,Subscription / Eligibility,C. Education - Activate,null,null,null,null,1,2,0.275402464,50,50,0,4,3,6,D-70
4252,1,Content,Content Quality,Corrupt - Won'T Open,Undetermined - Filed Tt,null,null,null,null,0,0,null,null,null,null,null,2,18,D-6
5799,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,Undetermined - Filed Tt,null,null,null,null,0,null,0.268056055,50,0,-1,0,5,21,D-70
7937,1,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Turned Wireless On,null,null,null,null,1,0,null,null,null,null,null,2,7,D-28
6947,0,Content,Personal Documents,Conversion Quality,Delete And Resend - Fixed The Issue,null,null,null,null,0,0.25,0.313139175,33.33,33.33,0,0,0,6,D-70
9907,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,New Account Creation,C. Education - Instructions Provided,Order Related,Payment Issues,Other payment issue,null,0,0,null,null,null,null,null,2,14,D-70
11936,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,0.214241638,0,100,-1,0,4,10,D-70
7393,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0,null,null,null,null,null,4,12,D-29
7157,0,Kindle Tablet Apps,Freetime Unlimited,Subscription,C. Education - Outside Of Refund Policy,Digital Services,Digital Subscription,Kindle Unlimited,null,1,0,null,null,null,null,null,1,7,D-70
7746,1,Kindle Tablet Apps,E-Mail/Contacts App,E-Mail Troubleshooting,Clear Data - Fixed Issue,null,null,null,null,0,2,null,null,null,null,null,3,6,D-5
2979,0,Account Assistance / Mycd Settings,Payment Assistance,Payment Cycling,C. Education - Payment Cycling,Carnac Suggested,Something else,Other issues,null,0,0,null,null,null,null,null,1,17,D-5
8452,0,Account Assistance,Device Registration Assistance,Register Fire Tv To Account,C. Education - Registration Info Provided,null,null,null,null,1,1,null,null,null,null,null,6,14,D-49
4110,0,Kindle Tablet Apps,E-Mail/Contacts App,E-Mail Troubleshooting,Clear Data - Fixed Issue,Non-order related,"E-mail, Contacts, and Calendar",Setting Up E-mail on Kindle Fire,null,0,0.05,null,null,null,null,null,3,15,D-32
8561,0,Fire Tv / Stick,Connection Issues,Won'T Connect To Network,Troubleshooting Resolved Issue,Amazon Devices And Kindle Apps,Fire TV,My Fire Tv Is Frozen Or Wont Turn On,null,1,0.5,null,null,null,null,null,3,18,D-49
12957,0,Incomplete Contact,Disconnected Immediately,null,null,null,null,null,null,0,null,null,null,null,null,null,3,10,D-28
589,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Device,null,null,null,null,1,0.2,null,null,null,null,null,6,12,D-28
786,0,Kindle Tablet,Lost / Stolen Kindle,Request To Reactivate Recovered Kindle,Verified Ownership - Activated,Carnac Suggested,Amazon Devices,Kindle E-reader,null,0,2,0.374049967,100,0,-1,0,0,17,D-28
9950,0,Follow-Up Notification,null,null,null,null,null,null,null,1,2,null,null,null,null,null,4,14,D-45
13773,1,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Mycd Issue,C. Education,null,null,null,null,0,null,null,null,null,null,null,4,9,D-16
9959,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,2,0.165075511,0,0,-1,0,2,8,D-37
12469,0,Content,Kindle Unlimited,Payment / Subscription Issues,Turned Auto Renew On/Off,Carnac Suggested,Unknown Charge,null,null,0,0,null,null,null,null,null,6,13,D-22
3035,0,Fire Tv Remote,Basic Info / How-To,Pair,C. Education - Pair,Carnac Suggested,Amazon Devices,Fire TV,null,0,0,0.1273388,0,0,-1,4,3,18,D-49
10004,0,Kindle Tablet,Other,Other Software Issues,Info Requested / Instructions Sent,null,null,null,null,1,1.85,0.25448643,0,100,0,0,5,18,D-70
10864,0,Replaced Device,Software Issue,Unable To Update,Ticket Directed To Replace,null,null,null,null,1,0.7,0.275402464,50,50,0,4,4,13,D-49
2929,0,Replaced Device,Tv Display,Blank,Ticket Directed To Replace,Returns And Refunds Support,null,null,null,1,0.2,null,null,null,null,null,5,16,D-49
8784,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,2,0.317222182,50,91.66,-1,0,2,20,D-52
6840,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Brightness Controls,null,null,null,null,1,0,null,null,null,null,null,5,18,D-52
7265,0,Follow-Up Notification,null,null,null,null,null,null,null,0,1,null,null,null,null,null,3,15,D-70
6190,0,Reading App,Not Able To Open Content,Unknown Cause,Uninstall/Reinstall - Fixed The Issue,null,null,null,null,0,null,0.165075511,0,0,-1,0,4,3,D-29
2171,0,Kindle Tablet,Alexa On Tablet,Basic Info / How-To,C. Education - General Info,null,null,null,null,1,0.1,0.626470775,66.66,66.66,0,0,1,18,D-16
4994,0,Account Assistance / Mycd Settings,Payment Assistance,Kindle Installment Plan,Early Payment,null,null,null,null,1,2,null,null,null,null,null,2,5,D-17
9606,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Mycd Issue,C. Education,null,null,null,null,0,0,null,null,null,null,null,5,18,D-46
6571,1,Content,Book Purchase / Availability,Purchase Content,C. Education - From App,null,null,null,null,0,null,0.374049967,100,0,-1,0,6,13,D-62
10828,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Digital Services,Kindle eBooks,Kindle E-reader,Return a Kindle Book,0,2,0.25448643,0,100,0,0,1,9,D-70
3430,0,Kindle Tablet,Device Return,Rml Related,Label Request - Sent Rml,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,1,0,0.423216094,100,100,-1,0,6,10,D-16
12241,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,0,null,null,null,null,null,3,21,D-70
7563,0,Kindle Tablet,Software Update,C. Education - Instructions Provided,null,null,null,null,null,0,0,null,null,null,null,null,2,12,D-70
3932,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,Digital Services,Digital Subscription,Kindle Unlimited,null,1,2,null,null,null,null,null,6,9,D-62
10506,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,1.65,null,null,null,null,null,2,15,D-19
13692,1,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,null,null,null,null,null,null,2,13,D-57
3072,0,Content,Kindle Unlimited,C. Education,General Info,null,null,null,null,0,2,0.205320303,0,0,0,0,2,6,D-70
5327,0,Kindle Tablet,Basic Info / How-To,Basic Feature,C. Education - Blue Shade,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,0,0.313139175,33.33,33.33,0,0,3,8,D-17
4769,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Hard Restart - Fixed Issue,Carnac Suggested,Something else,Other issues,null,1,0.5,null,null,null,null,null,1,11,D-41
3882,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,Amazon Devices And Kindle Apps,Kindle E-reader,Kindle eBooks and Newsstand,Problems downloading content,1,2,0.626470775,75,25,0,0,4,12,D-28
177,0,Reading App,Basic Info / How-To,Download/Install/Upgrade,C. Education - Download New App,null,null,null,null,0,1.5,null,null,null,null,null,6,10,D-24
606,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Soft Restart - Fixed Issue,null,null,null,null,1,0.05,null,null,null,null,null,2,11,D-6
4702,0,Reading App,Basic Info / How-To,Basic Navigation,null,null,null,null,null,0,0.2,null,null,null,null,null,3,10,D-70
12393,0,Kindle Tablet,Wireless Connection  Wi-Fi,Won'T Connect To Network,Undetermined Cause - Referred To Network Support,null,null,null,null,1,0,null,null,null,null,null,0,15,D-17
8971,0,Content,Content Returns / Refunds,Unauthorized Purchase,Outside Of Policy - Exception Granted,Carnac Suggested,Something else,Other issues,null,0,0,null,null,null,null,null,6,14,D-70
8173,0,Kindle E-Ink,Wireless Connection Issue Wi-Fi,Other,Software Update - Fixed Issue,null,null,null,null,0,null,null,null,null,null,null,5,8,D-22
10167,0,Accessory,3p Accessory Issue,Issue With Adapter,C. Education - Ineligible For Return,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,0,0,0.317222182,50,100,-1,0,1,14,D-28
9621,0,Kindle Tablet,Other,Other Hardware Issues,Info Requested / Instructions Sent,null,null,null,null,1,0,0.378888294,100,50,-1,0,0,14,D-16
6264,0,Content,"Lend, Borrow And Rent",Book Selection For Rental/Lending,C. Education - General,Carnac Suggested,Prime Membership,Other Prime Issues,null,1,0,null,null,null,null,null,5,9,D-9
11767,0,Content,Basic Info / How-To,Basic Navigation,C. Education - Archived Download To Home,null,null,null,null,0,null,null,null,null,null,null,3,16,D-62
8950,0,Reading App,Basic Info / How-To,Purchase Content,C. Education - Unspecified Method,null,null,null,null,1,0.25,0.308300847,53.84,15.38,20,0,0,5,D-49
1319,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Device Retrocharge,C. Education - Device Return,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,0,0.8,0.205320303,0,0,0,0,6,11,D-53
12902,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,0.626470775,61.53,61.53,0,0,5,5,D-29
9031,1,Kindle Tablet Apps,Silk - Web Browser,Settings,C. Education - Reset To Default,null,null,null,null,0,null,null,null,null,null,null,0,12,D-70
5870,0,Follow-Up Notification,null,null,null,null,null,null,null,1,0,null,null,null,null,null,5,9,D-27
7664,1,Account Assistance / Mycd Settings,Account Password Assistance,Forgotten Password,C. Education - Instructions Provided,null,null,null,null,1,0,null,null,null,null,null,1,12,D-44
13178,0,Kindle Tablet Apps,Freetime Unlimited,Subscription,Refund,null,null,null,null,0,null,null,null,null,null,null,1,9,D-70
9736,0,Reading App,Getting General Error In App,Unknown Cause,Uninstall/Reinstall - Fixed The Issue,Carnac Suggested,Amazon Devices,Kindle E-reader,null,0,0.025,null,null,null,null,null,1,17,D-37
10327,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Carnac Suggested,Something else,Other issues,null,1,2,null,null,null,null,null,0,18,D-70
1035,0,Fire Tv / Stick Pre Purchase Info,Fire Tv Remote W/ Voice,General Questions,null,null,null,null,null,1,1.3,null,null,null,null,null,5,8,D-10
13580,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,0,null,null,null,null,null,0,14,D-16
1930,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,null,null,null,null,null,4,10,D-9
1030,0,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",C. Education -  General Questions,null,null,null,null,1,0,0.165075511,0,0,-1,0,6,11,D-57
3365,0,Kindle Tablet,Basic Info / How-To,Trade-In,C. Education -  General Questions,null,null,null,null,1,0.3,0.268056055,50,0,-1,0,4,15,D-17
724,1,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,Amazon Devices And Kindle Apps,Kindle E-reader,I am receiving a registration error,null,1,0.3,null,null,null,null,null,3,16,D-70
10542,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,Filed Unknowncharge Inquiry,null,null,null,null,0,null,null,null,null,null,null,2,13,D-70
13458,0,Kindle E-Ink,Device Freezes / Restarts,Device Does Not Turn On,Charging Related Troubleshooting Given,My Order,Returns and refunds,null,null,0,0.8,null,null,null,null,null,2,8,D-28
